association,country,name,type,tier,cup_rank,gender,age_group,status,notes,logo_filename
CAF,Ethiopia,EFF Cup,cup,,National Cup,Men,Senior,,,ethiopia_eff_cup.png
CAF,Ethiopia,EFF U-17 Cup,cup,,National Cup,Men,Senior,,,ethiopia_eff_u_17_cup.png
CAF,Gambia,FA Cup,cup,,National Cup,Men,Senior,,,gambia_fa_cup.png
CAF,Kenya,FKF President's Cup,cup,,National Cup,Men,Senior,,,kenya_fkf_president_s_cup.png
CAF,Lesotho,Independence Cup,cup,,National Cup,Men,Senior,,,lesotho_independence_cup.png
CAF,Madagascar,Coupe de Madagascar,cup,,National Cup,Men,Senior,,,madagascar_coupe_de_madagascar.png
CAF,Malawi,FAM Cup,cup,,National Cup,Men,Senior,,,malawi_fam_cup.png
CAF,Mali,Coupe du Mali,cup,,National Cup,Men,Senior,,,mali_coupe_du_mali.png
CAF,Mauritania,Coupe du Président,cup,,National Cup,Men,Senior,,,mauritania_coupe_du_president.png
CAF,Mauritius,Republic Cup,cup,,National Cup,Men,Senior,,,mauritius_republic_cup.png
CAF,Mauritius,MFA Cup,cup,,National Cup,Men,Senior,,,mauritius_mfa_cup.png
CAF,Morocco,Coupe du Trône,cup,,National Cup,Men,Senior,,,morocco_coupe_du_trone.png
CAF,Mozambique,Taça Nacional,cup,,National Cup,Men,Senior,,,mozambique_taca_nacional.png
CAF,Namibia,Namibia Cup,cup,,National Cup,Men,Senior,,,namibia_namibia_cup.png
CAF,Niger,Coupe du Niger,cup,,National Cup,Men,Senior,,,niger_coupe_du_niger.png
CAF,Rwanda,Peace Cup,cup,,National Cup,Men,Senior,,,rwanda_peace_cup.png
CAF,Seychelles,FA Cup,cup,,National Cup,Men,Senior,,,seychelles_fa_cup.png
CAF,Sierra Leone,FA Cup,cup,,National Cup,Men,Senior,,,sierra_leone_fa_cup.png
CAF,South Africa,Nedbank Cup,cup,,National Cup,Men,Senior,,,south_africa_nedbank_cup.png
CAF,South Africa,Carling Black Label,cup,,National Cup,Men,Senior,,,south_africa_carling_black_label.png
CAF,Sudan,Sudan Cup,cup,,National Cup,Men,Senior,,,sudan_sudan_cup.png
CAF,Togo,Coupe du Togo,cup,,National Cup,Men,Senior,,,togo_coupe_du_togo.png
CAF,Togo,Coupe de l'Indépendance,cup,,National Cup,Men,Senior,,,togo_coupe_de_l_independance.png
CAF,Tunisia,Coupe de Tunisie,cup,,National Cup,Men,Senior,,,tunisia_coupe_de_tunisie.png
CAF,Uganda,FUFA Uganda Cup,cup,,National Cup,Men,Senior,,,uganda_fufa_uganda_cup.png
CAF,,Africa Cup of Nations,cup,,National Teams,Men,Senior,,,africa_africa_cup_of_nations.png
CAF,,AFCON Qualification,qualifiers,,National Teams,Men,Senior,,Qualifiers for Africa Cup of Nations,africa_afcon_qualification.png
CAF,,WC Qualification,qualifiers,,National Teams,Men,Senior,,Qualifiers for World Cup,africa_wc_qualification.png
CAF,,African Nations Championship,cup,,National Teams,Men,Senior,,The participating teams must consist of players playing in their national league competitions.,africa_african_nations_championship.png
CAF,,CHAN Qualification,qualifiers,,National Teams,Men,Senior,,Qualifiers for African Nations Championship,africa_chan_qualification.png
CAF,,African Games Men,cup,,National Teams,Men,Senior,,,africa_african_games.png
CAF,,African Games Women,cup,,National Teams,Men,Senior,,,africa_african_games.png
CAF,,Africa U-23 Cup of Nations,cup,,National Teams,Men,Youth,,Linked with Qualifiers for the Men's Olympic Football Tournament,africa_africa_u_23_cup_of_nations.png
CAF,,Africa U-20 Cup of Nations,cup,,National Teams,Men,Youth,,,africa_africa_u_20_cup_of_nations.png
CAF,,Africa U-17 Cup of Nations,cup,,National Teams,Men,Youth,,,africa_africa_u_17_cup_of_nations.png
CAF,,Africa Women Cup of Nations,cup,,National Teams,Women,Senior,,Linked with Qualifiers for the FIFA Women's World Cup,africa_africa_women_cup_of_nations.png
CAF,,Women's Africa Cup Of Nations Qualification,qualifiers,,National Teams,Women,Senior,,Qualifiers for Africa Women Cup of Nations,africa_women_s_africa_cup_of_nations_qualification.png
CAF,,CAF Olympic Women Qualifiers,qualifiers,,National Teams,Women,Senior,,Qualifiers for the Women's Olympic Football Tournament,africa_caf_olympic_women_qualifiers.png
CAF,,U20 WC Qualification,cup,,National Teams,Women,Youth,,Qualifiers for FIFA U-20 Women's World Cup,africa_u20_wc_qualification.png
CAF,,U17 WC Qualification,cup,,National Teams,Women,Youth,,Qualifiers for FIFA U-17 Women's World Cup,africa_u17_wc_qualification.png
CAF,Algeria,Supercoupe d'Algérie,cup,,Super Cup,Men,Senior,,,algeria_supercoupe_d_algerie.png
CAF,Angola,Supertaça de Angola,cup,,Super Cup,Men,Senior,,,angola_supertaca_de_angola.png
CAF,Benin,Championnat National Féminin,cup,,Super Cup,Men,Senior,,,benin_championnat_national_feminin.png
CAF,Burkina Faso,Super Coupe AJSB,cup,,Super Cup,Men,Senior,,,burkina_faso_super_coupe_ajsb.png
CAF,Burkina Faso,Supercoupe Féminine,cup,,Super Cup,Women,Senior,,,burkina_faso_supercoupe_feminine.png
CAF,Burundi,Super Coupe,cup,,Super Cup,Men,Senior,,,burundi_super_coupe.png
CAF,Cameroon,Trophée des Champions,cup,,Super Cup,Men,Senior,,,cameroon_trophee_des_champions.png
CAF,Cameroon,Trophée des Championnes,cup,,Super Cup,Women,Senior,,,cameroon_trophee_des_championnes.png
CAF,Ivory Coast,Super Coupe,cup,,Super Cup,Men,Senior,,,cote_divoire_super_coupe.png
CAF,Egypt,Egypt Super Cup,cup,,Super Cup,Men,Senior,,,egypt_egypt_super_cup.png
CAF,Gambia,Super Cup,cup,,Super Cup,Men,Senior,,,gambia_super_cup.png
CAF,Kenya,Super Cup,super_cup,,Super Cup,Men,Senior,,,kenya_super_cup.png
CAF,Liberia,Super Cup,cup,,Super Cup,Men,Senior,,,liberia_super_cup.png
CAF,Madagascar,Supercoupe de Madagascar,cup,,Super Cup,Men,Senior,,,madagascar_supercoupe_de_madagascar.png
CAF,Malawi,Charity Shield,cup,,Super Cup,Men,Senior,,,malawi_charity_shield.png
CAF,Mali,Super Coupe,cup,,Super Cup,Men,Senior,,,mali_super_coupe.png
CAF,Mauritania,Supercoupe de Mauritanie,cup,,Super Cup,Men,Senior,,,mauritania_supercoupe_de_mauritanie.png
CAF,Mauritius,MFA Super Cup,cup,,Super Cup,Men,Senior,,,mauritius_mfa_super_cup.png
CAF,Mozambique,Supertaça Nacional,cup,,Super Cup,Men,Senior,,,mozambique_supertaca_nacional.png
CAF,Namibia,Namibia Super Cup,league,,Super Cup,Men,Senior,,,namibia_namibia_super_cup.png
CAF,Niger,Super Coupe,cup,,Super Cup,Men,Senior,,,niger_super_coupe.png
CAF,Sierra Leone,Super Cup,cup,,Super Cup,Men,Senior,,,sierra_leone_super_cup.png
CAF,Somalia,Super Cup,cup,,Super Cup,Men,Senior,,,somalia_super_cup.png
CAF,South Sudan,SSFA Super Cup,cup,,Super Cup,Men,Senior,,,south_sudan_ssfa_super_cup.png
CAF,Tanzania,Community Shield,cup,,Super Cup,Men,Senior,,,tanzania_community_shield.png
CAF,Togo,Supercoupe du Togo,cup,,Super Cup,Men,Senior,,,togo_supercoupe_du_togo.png
CAF,Tunisia,Supercoupe de Tunisie,cup,,Super Cup,Men,Senior,,,tunisia_supercoupe_de_tunisie.png
CAF,Uganda,FUFA Super Cup,cup,,Super Cup,Men,Senior,,,uganda_fufa_super_cup.png
CAF,Algeria,Ligue 1,league,1st-tier,,Men,Senior,,,algeria_ligue_1.png
CAF,Algeria,Ligue 2,league,2nd-tier,,Men,Senior,,,algeria_ligue_2.png
CAF,Angola,Girabola,league,1st-tier,,Men,Senior,,,angola_girabola.png
CAF,Benin,Ligue 1 du Bénin,league,1st-tier,,Men,Senior,,,benin_ligue_1_du_benin.png
CAF,Botswana,FNB Premiership,league,1st-tier,,Men,Senior,,,botswana_botswana_premier_league.png
CAF,Burkina Faso,Championnat National D1,league,1st-tier,,Men,Senior,,,burkina_faso_championnat_national_d1.png
CAF,Burkina Faso,Championnat National D2,league,2nd-tier,,Men,Senior,,,burkina_faso_championnat_national_d2.png
CAF,Burkina Faso,Championnat National D3,league,3rd-tier,,Men,Senior,,,burkina_faso_championnat_national_d3.png
CAF,Burkina Faso,Championnat National D1 Féminin,league,1st-tier,,Women,Senior,,,burkina_faso_championnat_national_d1_feminin.png
CAF,Burkina Faso,Championnat National D2 Féminin,league,2nd-tier,,Women,Senior,,,burkina_faso_championnat_national_d2_feminin.png
CAF,Burundi,Ligue A,league,1st-tier,,Men,Senior,,,burundi_ligue_a.png
CAF,Burundi,Ligue B,league,2nd-tier,,Men,Senior,,,burundi_ligue_b.png
CAF,Burundi,Women's League,league,1st-tier,,Women,Senior,,,burundi_women_s_league.png
CAF,Cape Verde,Campeonato Nacional,league,1st-tier,,Men,Senior,,,cabo_verde_campeonato_nacional.png
CAF,Cameroon,Elite One,league,1st-tier,,Men,Senior,,,cameroon_elite_one.png
CAF,Cameroon,Elite Two,league,2nd-tier,,Men,Senior,,,cameroon_elite_two.png
CAF,Cameroon,Guinness Super League,league,1st-tier,,Women,Senior,,,cameroon_guinness_super_league.png
CAF,Central African Republic,Ligue de Bangui,league,1st-tier,,Men,Senior,,,central_african_republic_ligue_de_bangui.png
CAF,Chad,Championnat National,league,1st-tier,,Men,Senior,,,chad_championnat_national.png
CAF,Congo,Ligue 1,league,1st-tier,,Men,Senior,,,congo_ligue_1.png
CAF,Ivory Coast,MTN Ligue 1,league,1st-tier,,Men,Senior,,,cote_divoire_mtn_ligue_1.png
CAF,Ivory Coast,Ligue 2 Pool A,league,2nd-tier,,Men,Senior,,,cote_divoire_ligue_2.png
CAF,Ivory Coast,Ligue 2 Bool A,league,2nd-tier,,Men,Senior,,,cote_divoire_ligue_2.png
CAF,Ivory Coast,Championnat Féminin,league,1st-tier,,Women,Senior,,,cote_divoire_championnat_feminin.png
CAF,Djibouti,Première Division,league,1st-tier,,Men,Senior,,,djibouti_premiere_division.png
CAF,Djibouti,Championnat National D2,league,2nd-tier,,Men,Senior,,,djibouti_championnat_national_d2.png
CAF,DR Congo,Vodacom Superligue,league,1st-tier,,Men,Senior,,,dr_congo_vodacom_superligue.png
CAF,Egypt,Egyptian Premier League,league,1st-tier,,Men,Senior,,,egypt_egyptian_premier_league.png
CAF,Egypt,Second Division,league,2nd-tier,,Men,Senior,,,egypt_second_division.png
CAF,Egypt,Egyptian Women League Top Division,league,1st-tier,,Women,Senior,,,egypt_egyptian_women_league_top_division.png
CAF,Eswatini,MTN Premier League,league,1st-tier,,Men,Senior,,,eswatini_mtn_premier_league.png
CAF,Ethiopia,Ethiopia Premier League,league,1st-tier,,Men,Senior,,,ethiopia_ethiopia_premier_league.png
CAF,Ethiopia,Ethiopian Higher League,league,2nd-tier,,Men,Senior,,,ethiopia_ethiopian_higher_league.png
CAF,Ethiopia,EFF League One,league,2nd-tier,,Men,Senior,,,ethiopia_eff_league_one.png
CAF,Ethiopia,U-20 Premier League,league,,,Men,Senior,,,ethiopia_u_20_premier_league.png
CAF,Ethiopia,U-17 Premier League,league,,,Men,Senior,,,ethiopia_u_17_premier_league.png
CAF,Ethiopia,Women Premier League,league,,,Women,Senior,,,ethiopia_women_premier_league.png
CAF,Ethiopia,Women Higher League,league,,,Women,Senior,,,ethiopia_women_higher_league.png
CAF,Gabon,National Foot 1,league,1st-tier,,Men,Senior,,,gabon_national_foot_1.png
CAF,Gabon,National Foot 2,league,2nd-tier,,Men,Senior,,,gabon_national_foot_2.png
CAF,Gambia,GFA First Division,league,1st-tier,,Men,Senior,,,gambia_gfa_first_division.png
CAF,Gambia,GFF National League Div 2,league,2nd-tier,,Men,Senior,,,gambia_gff_national_league_div_2.png
CAF,Gambia,National Women League,league,1st-tier,,Women,Senior,,,gambia_national_women_league.png
CAF,Kenya,Kenya Premier League,league,1st-tier,,Men,Senior,,,kenya_kenya_premier_league.png
CAF,Kenya,National Super League,league,2nd-tier,,Men,Senior,,,kenya_national_super_league.png
CAF,Kenya,KPL U20 Championship,league,1st-tier,,Men,Youth,,,kenya_kpl_u20_championship.png
CAF,Lesotho,Lesotho Premier League,league,1st-tier,,Men,Senior,,,lesotho_lesotho_premier_league.png
CAF,Liberia,First Division,league,1st-tier,,Men,Senior,,,liberia_first_division.png
CAF,Liberia,Second Division,league,2nd-tier,,Men,Senior,,,liberia_second_division.png
CAF,Libya,Libyan Premier League,league,1st-tier,,Men,Senior,,,libya_libyan_premier_league.png
CAF,Madagascar,Pureplay Football League,league,1st-tier,,Men,Senior,,,madagascar_pureplay_football_league.png
CAF,Malawi,Super League,league,1st-tier,,Men,Senior,,,malawi_super_league.png
CAF,Mali,Ligue 1,league,1st-tier,,Men,Senior,,,mali_ligue_1.png
CAF,Mali,Ligue 2,league,2nd-tier,,Men,Senior,,,mali_ligue_2.png
CAF,Mali,Championnat National D1 Féminin,league,1st-tier,,Women,Senior,,,mali_championnat_national_d1_feminin.png
CAF,Mauritania,Super D1,league,1st-tier,,Men,Senior,,,mauritania_super_d1.png
CAF,Mauritania,Super D2,league,2nd-tier,,Men,Senior,,,mauritania_super_d2.png
CAF,Mauritius,Mauritian Premier League,league,1st-tier,,Men,Senior,,,mauritius_mauritian_premier_league.png
CAF,Mauritius,Division 1 League,league,2nd-tier,,Men,Senior,,,mauritius_division_1_league.png
CAF,Morocco,Botola Pro,league,1st-tier,,Men,Senior,,,morocco_botola_pro.png
CAF,Morocco,Botola 2,league,2nd-tier,,Men,Senior,,,morocco_botola_2.png
CAF,Mozambique,Moçambola,league,1st-tier,,Men,Senior,,,mozambique_mocambola.png
CAF,Namibia,Namibia Premier League,league,1st-tier,,Men,Senior,,,namibia_namibia_premier_league.png
CAF,Niger,Ligue 1,league,1st-tier,,Men,Senior,,,niger_ligue_1.png
CAF,Niger,Ligue Nationale,league,2nd-tier,,Men,Senior,,,niger_ligue_nationale.png
CAF,Nigeria,Nigeria Premier League,league,1st-tier,,Men,Senior,,,nigeria_nigeria_premier_league.png
CAF,Rwanda,Premier League,league,1st-tier,,Men,Senior,,,rwanda_premier_league.png
CAF,Rwanda,Second Division,league,2nd-tier,,Men,Senior,,,rwanda_second_division.png
CAF,Rwanda,Super Cup,cup,,,Men,Senior,,,rwanda_super_cup.png
CAF,Rwanda,First Division,league,1st-tier,,Women,Senior,,,rwanda_first_division.png
CAF,São Tomé & Príncipe,Campeonato Nacional,league,1st-tier,,Men,Senior,,,sao_tome_e_principe_campeonato_nacional.png
CAF,Senegal,Ligue 1,league,1st-tier,,Men,Senior,,,senegal_ligue_1.png
CAF,Senegal,Ligue 2,league,2nd-tier,,Men,Senior,,,senegal_ligue_2.png
CAF,Seychelles,Premier League,league,1st-tier,,Men,Senior,,,seychelles_premier_league.png
CAF,Seychelles,Championship,league,2nd-tier,,Men,Senior,,,seychelles_championship.png
CAF,Sierra Leone,Premier League,league,,,Men,Senior,,,sierra_leone_premier_league.png
CAF,Sierra Leone,Women's Premier League,league,1st-tier,,Women,Senior,,,sierra_leone_women_s_premier_league.png
CAF,Somalia,First Division,league,,,Men,Senior,,,somalia_first_division.png
CAF,South Africa,ABSA Premiership,league,1st-tier,,Men,Senior,,,south_africa_absa_premiership.png
CAF,South Africa,National First Division,league,2nd-tier,,Men,Senior,,,south_africa_national_first_division.png
CAF,South Africa,ABC Motsepe,league,3rd-tier,,Men,Senior,,,south_africa_abc_motsepe.png
CAF,South Africa,Women's National League,league,1st-tier,,Women,Senior,,,south_africa_women_s_national_league.png
CAF,South Sudan,South Sudan Premier League,league,1st-tier,,Men,Senior,,,south_sudan_south_sudan_premier_league.png
CAF,Sudan,Sudani Premier League,league,1st-tier,,Men,Senior,,,sudan_sudani_premier_league.png
CAF,Tanzania,Ligi kuu Bara,league,1st-tier,,Men,Senior,,,tanzania_ligi_kuu_bara.png
CAF,Tanzania,Championship League,league,2nd-tier,,Men,Senior,,,tanzania_championship_league.png
CAF,Tanzania,Nationwide Third division,league,3rd-tier,,Men,Senior,,,tanzania_nationwide_third_division.png
CAF,Tanzania,Women's Premier League,league,1st-tier,,Women,Senior,,,tanzania_women_s_premier_league.png
CAF,Togo,Championnat National,unknown,1st-tier,,Men,Senior,,,togo_championnat_national.png
CAF,Togo,Championnat National de 2ème Division,league,2nd-tier,,Men,Senior,,,togo_championnat_national_de_2eme_division.png
CAF,Togo,Championnat National Féminin,league,1st-tier,,Women,Senior,,,togo_championnat_national_feminin.png
CAF,Tunisia,Ligue Professionnelle 1,league,1st-tier,,Men,Senior,,,tunisia_ligue_professionnelle_1.png
CAF,Tunisia,Ligue Professionnelle 2,league,2nd-tier,,Men,Senior,,,tunisia_ligue_professionnelle_2.png
CAF,Uganda,FUFA Super League,league,1st-tier,,Men,Senior,,,uganda_fufa_super_league.png
CAF,Uganda,FUFA Big League,league,2nd-tier,,Men,Senior,,,uganda_fufa_big_league.png
CAF,Zambia,Super Division,league,1st-tier,,Men,Senior,,,zambia_super_division.png
CAF,Zanzibar,Ligi Kuu ya Zanzibar,unknown,1st-tier,,Men,Senior,,,zanzibar_ligi_kuu_ya_zanzibar.png
CAF,Zimbabwe,Premier Soccer League,league,1st-tier,,Men,Senior,,,zimbabwe_premier_soccer_league.png
CONCACAF,USA,USL Cup,cup,,Amateur Cup,Men,Senior,,,united_states_usl_cup.png
CONCACAF,,CONCACAF Champions Cup,cup,1st-tier,Clubs,Men,Senior,,,n_c_america_concacaf_champions_cup.png
CONCACAF,,CONCACAF League,cup,2nd-tier,Clubs,Men,Senior,defunct,,n_c_america_concacaf_league.png
CONCACAF,,CONCACAF W Champions Cup,cup,1st-tier,Clubs,Women,Senior,,,n_c_america_concacaf_w_champions_cup.png
CONCACAF,British Virgin Islands,BVIFA President's Cup,cup,,League cup,Men,Senior,,,british_virgin_islands_bvifa_president_s_cup.png
CONCACAF,Sint Maarten,SXMFF League Cup,cup,,League cup,Men,Senior,,,sint_maarten_sxmff_league_cup.png
CONCACAF,Anguilla,The Knockout Cup,cup,,National Cup,Men,Senior,,,anguilla_the_knockout_cup.png
CONCACAF,Aruba,Copa Betico Croes,cup,,National Cup,Men,Senior,,,aruba_copa_betico_croes.png
CONCACAF,Bahamas,BFA Cup,cup,,National Cup,Men,Senior,,,bahamas_bfa_cup.png
CONCACAF,Bermuda,BFA Cup,cup,,National Cup,Men,Senior,,,bermuda_bfa_cup.png
CONCACAF,Canada,Canadian Championship,unknown,,National Cup,Men,Senior,,,canada_canadian_championship.png
CONCACAF,Cayman Islands,FA Cup,cup,,National Cup,Men,Senior,,,cayman_islands_fa_cup.png
CONCACAF,Dominica,Nation Cup League,cup,,National Cup,Men,Senior,,,dominica_nation_cup_league.png
CONCACAF,French Guiana,Coupe de Guyane,cup,,National Cup,Men,Senior,,,french_guiana_coupe_de_guyane.png
CONCACAF,Grenada,GFA Cup,cup,,National Cup,Men,Senior,,,grenada_gfa_cup.png
CONCACAF,Guadeloupe,Coupe de Guadeloupe,cup,,National Cup,Men,Senior,,,guadeloupe_coupe_de_guadeloupe.png
CONCACAF,Martinique,Coupe de Martinique,cup,,National Cup,Men,Senior,,,martinique_coupe_de_martinique.png
CONCACAF,Mexico,Copa MX,cup,,National Cup,Men,Senior,,,mexico_copa_mx.png
CONCACAF,Nicaragua,Copa Nicaragua,cup,,National Cup,Men,Senior,,,nicaragua_copa_nicaragua.png
CONCACAF,Saint-Martin,Coupe de Saint Martin,cup,,National Cup,Men,Senior,,,saint_martin_coupe_de_saint_martin.png
CONCACAF,Saint Kitts & Nevis,SKNFA FA Cup,cup,,National Cup,Men,Senior,,,st_kitts_and_nevis_sknfa_fa_cup.png
CONCACAF,Suriname,SVB Beker,cup,,National Cup,Men,Senior,,,suriname_svb_beker.png
CONCACAF,Trinidad & Tobago,FA Cup,cup,,National Cup,Men,Senior,,,trinidad_and_tobago_fa_cup.png
CONCACAF,USA,US Open Cup,cup,,National Cup,Men,Senior,,,united_states_us_open_cup.png
CONCACAF,USA,NWSL Challenge Cup,cup,,National Cup,Women,Senior,,,united_states_nwsl_challenge_cup.png
CONCACAF,,WC Qualification,qualifiers,,National Teams,Men,,,Qualifiers for World Cup,n_c_america_wc_qualification.png
CONCACAF,,CONCACAF Gold Cup,cup,,National Teams,Men,Senior,,,n_c_america_concacaf_gold_cup.png
CONCACAF,,Concacaf Nations League,cup,,National Teams,Men,Senior,,"also determine qualify for the next edition of the CONCACAF Gold Cup; in the top league, League A, the winners of each groups go on to play in the CONCACAF Nations League Finals",n_c_america_concacaf_nations_league.png
CONCACAF,,CONCACAF Gold Cup Qualifiers,qualifiers,,National Teams,Men,Senior,,Qualifiers for CONCACAF Gold Cup,n_c_america_concacaf_gold_cup_qualifiers.png
CONCACAF,,Copa Centroamericana,cup,,National Teams,Men,Senior,defunct,,n_c_america_copa_centroamericana.png
CONCACAF,,CONCACAF W Gold Cup,cup,,National Teams,Women,Senior,,,n_c_america_concacaf_w_gold_cup.png
CONCACAF,,CONCACAF W Gold Cup Qualifiers,qualifiers,,National Teams,Women,Senior,,Qualifiers for CONCACAF W Gold Cup,n_c_america_concacaf_w_gold_cup_qualifiers.png
CONCACAF,,CONCACAF Olympic Qualifying,qualifiers,,National Teams,Men,Senior,,Qualifiers for the Men's Olympic Football Tournament,n_c_america_concacaf_olympic_qualifying.png
CONCACAF,,CONCACAF U20 Championship,cup,,National Teams,Men,Youth,,,n_c_america_concacaf_u20_championship.png
CONCACAF,,CONCACAF U20 Qualification,qualifiers,,National Teams,Men,Youth,,Qualifiers for CONCACAF U20 Championship,n_c_america_concacaf_u20_qualification.png
CONCACAF,,CONCACAF U17 Championship,cup,,National Teams,Men,Youth,,,n_c_america_concacaf_u17_championship.png
CONCACAF,,CONCACAF U17 Qualification,qualifiers,,National Teams,Men,Youth,,Qualifiers for CONCACAF U17 Championship,n_c_america_concacaf_u17_qualification.png
CONCACAF,,CONCACAF Cup,cup,,National Teams,Men,Senior,defunct,,n_c_america_concacaf_cup.png
CONCACAF,,CONCACAF Women's Olympic Qualifying,qualifiers,,National Teams,Women,Senior,,Qualifiers for the Women's Olympic Football Tournament,n_c_america_concacaf_women_s_olympic_qualifying.png
CONCACAF,,CONCACAF Women's Championship,cup,,National Teams,Women,Senior,,Linked with Qualifiers for the FIFA Women's World Cup and Women's Olympic Football Tournament.,n_c_america_concacaf_women_s_championship.png
CONCACAF,,CONCACAF Women's Qualifiers,qualifiers,,National Teams,Women,Senior,,Qualifiers for CONCACAF Women's Championship,n_c_america_concacaf_women_s_qualifiers.png
CONCACAF,,CONCACAF Women's U-17 Championship,cup,,National Teams,Women,Youth,,,n_c_america_concacaf_women_s_u_17_championship.png
CONCACAF,,CONCACAF Women's U-20 Championship,cup,,National Teams,Women,Youth,,,n_c_america_concacaf_women_s_u_20_championship.png
CONCACAF,,CONCACAF Women's U-20 Qualifiers,qualifiers,,National Teams,Women,Youth,,Qualifiers for CONCACAF Women's U-20 Championship,n_c_america_concacaf_women_s_u_20_qualifiers.png
CONCACAF,,CONCACAF Women's U-17 Qualifiers,qualifiers,,National Teams,Women,Youth,,Qualifiers for CONCACAF Women's U-17 Championship,n_c_america_concacaf_women_s_u_17_qualifiers.png
CONCACAF,Cayman Islands,Charity Shield,cup,,Super Cup,Men,Senior,,,cayman_islands_charity_shield.png
CONCACAF,Guadeloupe,Trophée des Champions,cup,,Super Cup,Men,Senior,,,guadeloupe_trophee_des_champions.png
CONCACAF,Mexico,SuperCopa MX,cup,,Super Cup,Men,Senior,,,mexico_supercopa_mx.png
CONCACAF,Mexico,Campeón de Campeones,unknown,,Super Cup,Men,Senior,,,mexico_campeon_de_campeones.png
CONCACAF,Suriname,President's Cup,cup,,Super Cup,Men,Senior,,,suriname_president_s_cup.png
CONCACAF,Anguilla,Premier League,league,1st-tier,,Men,Senior,,,anguilla_premier_league.png
CONCACAF,Anguilla,AFL Women's League,league,1st-tier,,Women,Senior,,,anguilla_afl_women_s_league.png
CONCACAF,Anguilla,Anguilla U17 League,league,1st-tier,,Men,Youth,,,anguilla_anguilla_u17_league.png
CONCACAF,Antigua & Barbuda,ABFA Premier League,league,2nd-tier,,Men,Senior,,,antigua_and_barbuda_abfa_premier_league.png
CONCACAF,Aruba,Division di Honor,league,1st-tier,,Men,Senior,,,aruba_division_di_honor.png
CONCACAF,Aruba,Division Uno,league,2nd-tier,,Men,Senior,,,aruba_division_uno.png
CONCACAF,Aruba,Division Dos,league,3rd-tier,,Men,Senior,,,aruba_division_dos.png
CONCACAF,Aruba,Division Damas,league,1st-tier,,Women,Senior,,,aruba_division_damas.png
CONCACAF,Bahamas,BFA Senior League,league,1st-tier,,Men,Senior,,,bahamas_bfa_senior_league.png
CONCACAF,Barbados,Premier League,league,1st-tier,,Men,Senior,,,barbados_premier_league.png
CONCACAF,Barbados,Division One,league,2nd-tier,,Men,Senior,,,barbados_division_one.png
CONCACAF,Barbados,Womens Premier League,league,1st-tier,,Women,Senior,,,barbados_womens_premier_league.png
CONCACAF,Belize,Premier League of Belize,league,1st-tier,,Men,Senior,,,belize_premier_league_of_belize.png
CONCACAF,Bermuda,Premier Division,league,1st-tier,,Men,Senior,,,bermuda_premier_division.png
CONCACAF,Bermuda,First Division,league,2nd-tier,,Men,Senior,,,bermuda_first_division.png
CONCACAF,Bonaire,Kampionato,league,1st-tier,,Men,Senior,,,bonaire_kampionato.png
CONCACAF,British Virgin Islands,BVIFA National League,league,1st-tier,,Men,Senior,,,british_virgin_islands_bvifa_national_league.png
CONCACAF,British Virgin Islands,BVIFA Division One,league,2nd-tier,,Men,Senior,,,british_virgin_islands_bvifa_division_one.png
CONCACAF,Canada,Canadian Premier League,league,1st-tier,,Men,Senior,,,canada_canadian_premier_league.png
CONCACAF,Canada,Canadian Soccer League,league,2nd-tier,,Men,Senior,,,canada_canadian_soccer_league.png
CONCACAF,Cayman Islands,CIFA Premier League,league,1st-tier,,Men,Senior,,,cayman_islands_cifa_premier_league.png
CONCACAF,Cayman Islands,Division One,league,2nd-tier,,Men,Senior,,,cayman_islands_division_one.png
CONCACAF,Costa Rica,Liga Promérica,league,1st-tier,,Men,Senior,,,costa_rica_liga_promerica.png
CONCACAF,Cuba,Campeonato Nacional,league,1st-tier,,Men,Senior,,,cuba_campeonato_nacional.png
CONCACAF,Curaçao,Sekshon Pagá,league,1st-tier,,Men,Senior,,,curacao_sekshon_paga.png
CONCACAF,Curaçao,Second Division,league,2nd-tier,,Men,Senior,,,curacao_second_division.png
CONCACAF,Dominica,Premier League,league,1st-tier,,Men,Senior,,,dominica_premier_league.png
CONCACAF,Dominica,Women League,league,1st-tier,,Women,Senior,,,dominica_women_league.png
CONCACAF,Dominican Republic,Liga Dominicana de Fútbol,league,1st-tier,,Men,Senior,,,dominican_republic_liga_dominicana_de_futbol.png
CONCACAF,El Salvador,Primera División,league,1st-tier,,Men,Senior,,,el_salvador_primera_division.png
CONCACAF,French Guiana,Régional 1,league,1st-tier,,Men,Senior,,,french_guiana_regional_1.png
CONCACAF,Grenada,Premier Division,league,1st-tier,,Men,Senior,,,grenada_premier_division.png
CONCACAF,Grenada,First Division,league,2nd-tier,,Men,Senior,,,grenada_first_division.png
CONCACAF,Grenada,National Youth League,league,,,Men,Youth,,,grenada_national_youth_league.png
CONCACAF,Guadeloupe,Ligue Régionale 1,league,1st-tier,,Men,Senior,,,guadeloupe_ligue_regionale_1.png
CONCACAF,Guadeloupe,Ligue Régionale 2,league,2nd-tier,,Men,Senior,,,guadeloupe_ligue_regionale_2.png
CONCACAF,Guatemala,Liga Nacional,league,1st-tier,,Men,Senior,,,guatemala_liga_nacional.png
CONCACAF,Honduras,Liga Nacional,league,1st-tier,,Men,Senior,,,honduras_liga_nacional.png
