association,country,name,type,tier,cup_rank,gender,age_group,status,notes,logo_filename
CONCACAF,Jamaica,Jamaica Premier League,league,1st-tier,,Men,Senior,,,jamaica_jamaica_premier_league.png
CONCACAF,Jamaica,JFF National Tier II Football Competition,league,2nd-tier,,Men,Senior,,,jamaica_jff_national_tier_ii_football_competition.png
CONCACAF,Martinique,Division d'Honneur,league,1st-tier,,Men,Senior,,,martinique_division_d_honneur.png
CONCACAF,Martinique,Promotion d'Honneur Régionale,league,2nd-tier,,Men,Senior,,,martinique_promotion_d_honneur_regionale.png
CONCACAF,Mexico,Liga MX,league,1st-tier,,Men,Senior,,,mexico_liga_mx.png
CONCACAF,Mexico,Ascenso MX,unknown,2nd-tier,,Men,Senior,defunct,,mexico_ascenso_mx.png
CONCACAF,Mexico,Liga de Expansión MX,league,2nd-tier,,Men,Senior,,,mexico_liga_de_expansion_mx.png
CONCACAF,Nicaragua,Primera División,league,1st-tier,,Men,Senior,,,nicaragua_primera_division.png
CONCACAF,Panama,Liga Panameña de Fútbol,league,1st-tier,,Men,Senior,,,panama_liga_panamena_de_futbol.png
CONCACAF,Puerto Rico,Liga Puerto Rico,league,1st-tier,,Men,Senior,,,puerto_rico_liga_puerto_rico.png
CONCACAF,Saint-Martin,SMFA Senior Championship,league,1st-tier,,Men,Senior,,,saint_martin_smfa_senior_championship.png
CONCACAF,Sint Maarten,Senior League,league,1st-tier,,Men,Senior,,,sint_maarten_senior_league.png
CONCACAF,Saint Kitts & Nevis,SKNFA Premier League,league,1st-tier,,Men,Senior,,,st_kitts_and_nevis_sknfa_premier_league.png
CONCACAF,Saint Kitts & Nevis,Division 1,league,2nd-tier,,Men,Senior,,,st_kitts_and_nevis_division_1.png
CONCACAF,Suriname,Topklasse,league,1st-tier,,Men,Senior,,,suriname_topklasse.png
CONCACAF,Suriname,Hoofdklasse,league,2nd-tier,,Men,Senior,,,suriname_hoofdklasse.png
CONCACAF,Trinidad & Tobago,TT Pro League,league,1st-tier,,Men,Senior,,,trinidad_and_tobago_tt_pro_league.png
CONCACAF,Trinidad & Tobago,TT Pro League 2,league,2nd-tier,,Men,Senior,,,trinidad_and_tobago_tt_pro_league_2.png
CONCACAF,USA,MLS,league,1st-tier,,Men,Senior,,,united_states_mls.png
CONCACAF,USA,USL Championship,league,2nd-tier,,Men,Senior,,,united_states_usl_championship.png
CONCACAF,USA,USL League One,league,3rd-tier,,Men,Senior,,,united_states_usl_league_one.png
CONCACAF,USA,NASL,league,1st-tier,,Men,Senior,defunct,,united_states_nasl.png
CONCACAF,USA,NWSL,league,1st-tier,,Women,Senior,,,united_states_nwsl.png
CONCACAF,US Virgin Islands,USVI Soccer League,league,1st-tier,,Men,Senior,,,us_virgin_islands_usvi_soccer_league.png
CONMEBOL,,Copa Libertadores,cup,1st-tier,Clubs,Men,Senior,,,south_america_copa_libertadores.png
CONMEBOL,,Copa Sudamericana,cup,2nd-tier,Clubs,Men,Senior,,,south_america_copa_sudamericana.png
CONMEBOL,,Recopa Sudamericana,cup,3rd-tier,Clubs,Men,Senior,,,south_america_recopa_sudamericana.png
CONMEBOL,,Copa CONMEBOL Libertadores Femenina,cup,,Clubs,Women,Senior,,,south_america_copa_conmebol_libertadores_femenina.png
CONMEBOL,Argentina,Copa Liga Profesional,cup,,League cup,Men,Senior,,,argentina_copa_liga_profesional.png
CONMEBOL,Peru,Copa Inca,cup,,League cup,Men,Senior,,,peru_copa_inca.png
CONMEBOL,Argentina,Copa Argentina,cup,,National Cup,Men,Senior,,,argentina_copa_argentina.png
CONMEBOL,Brazil,Copa do Brasil,cup,,National Cup,Men,Senior,,,brazil_copa_do_brasil.png
CONMEBOL,Chile,Copa Chile,cup,,National Cup,Men,Senior,,,chile_copa_chile.png
CONMEBOL,Colombia,Copa Colombia,cup,,National Cup,Men,Senior,,,colombia_copa_colombia.png
CONMEBOL,Ecuador,Copa Ecuador,cup,,National Cup,Men,Senior,,,ecuador_copa_ecuador.png
CONMEBOL,Paraguay,Copa Paraguay,cup,,National Cup,Men,Senior,,,paraguay_copa_paraguay.png
CONMEBOL,Peru,Copa Bicentenario,cup,,National Cup,Men,Senior,,,peru_copa_bicentenario.png
CONMEBOL,Uruguay,Copa Uruguay,cup,,National Cup,Men,Senior,,,uruguay_copa_uruguay.png
CONMEBOL,Venezuela,Copa Venezuela,cup,,National Cup,Men,Senior,,,venezuela_copa_venezuela.png
CONMEBOL,,Copa America,cup,,National Teams,Men,Senior,,,south_america_copa_america.png
CONMEBOL,,WC Qualification,qualifiers,,National Teams,Men,Senior,,Qualifiers for World Cup,south_america_wc_qualification.png
CONMEBOL,,Sudamericano U20,cup,,National Teams,Men,Youth,,,south_america_sudamericano_u20.png
CONMEBOL,,Sudamericano U17,cup,,National Teams,Men,Youth,,,south_america_sudamericano_u17.png
CONMEBOL,,CONMEBOL PreOlímpico,qualifiers,,National Teams,Men,Senior,,Qualifiers for Men's Olympic Football Tournament,south_america_conmebol_preolimpico.png
CONMEBOL,,Copa América Femenina,cup,,National Teams,Women,Senior,,inked with Qualifiers for the FIFA Women's World Cup and Women's Olympic Football Tournament,south_america_copa_america_femenina.png
CONMEBOL,Brazil,Copa do Nordeste,cup,,State Cup,Men,Senior,,,brazil_copa_do_nordeste.png
CONMEBOL,Brazil,Copa Paulista,cup,,State Cup,Men,Senior,,,brazil_copa_paulista.png
CONMEBOL,Brazil,Copa Rio,cup,,State Cup,Men,Senior,,,brazil_copa_rio.png
CONMEBOL,Argentina,Supercopa Argentina,cup,,Super Cup,Men,Senior,,,argentina_supercopa_argentina.png
CONMEBOL,Brazil,Supercopa do Brasil,super_cup,,Super Cup,Men,Senior,,,brazil_supercopa_do_brasil.png
CONMEBOL,Chile,Supercopa de Chile,super_cup,,Super Cup,Men,Senior,,,chile_supercopa_de_chile.png
CONMEBOL,Colombia,Superliga de Colombia,cup,,Super Cup,Men,Senior,,,colombia_superliga_de_colombia.png
CONMEBOL,Ecuador,Supercopa,super_cup,,Super Cup,Men,Senior,,,ecuador_supercopa.png
CONMEBOL,Paraguay,Supercopa,cup,,Super Cup,Men,Senior,,,paraguay_supercopa.png
CONMEBOL,Uruguay,Supercopa Uruguaya,cup,,Super Cup,Men,Senior,,,uruguay_supercopa_uruguaya.png
CONMEBOL,Argentina,Liga Profesional de Fútbol,league,1st-tier,,Men,Senior,,,argentina_liga_profesional_de_futbol.png
CONMEBOL,Argentina,Primera Nacional,league,2nd-tier,,Men,Senior,,,argentina_primera_b_nacional.png
CONMEBOL,Argentina,Torneo Federal A,league,3rd-tier,,Men,Senior,,,argentina_torneo_federal_a.png
CONMEBOL,Argentina,Primera B Metropolitana,league,3rd-tier,,Men,Senior,,,argentina_primera_b_metropolitana.png
CONMEBOL,Bolivia,División Profesional,league,1st-tier,,Men,Senior,,,bolivia_lfpb.png
CONMEBOL,Brazil,Série A,league,1st-tier,,Men,Senior,,,brazil_serie_a.png
CONMEBOL,Brazil,Série B,league,2nd-tier,,Men,Senior,,,brazil_serie_b.png
CONMEBOL,Brazil,Série C,league,3rd-tier,,Men,Senior,,,brazil_serie_c.png
CONMEBOL,Brazil,Série D,league,4th-tier,,Men,Senior,,,brazil_serie_d.png
CONMEBOL,Brazil,Campeonato Acreano ,league,5th-tier,,Men,Senior,,,brazil_acreano_1a_divisao.png
CONMEBOL,Brazil,Campeonato Alagoano ,league,5th-tier,,Men,Senior,,,brazil_alagoas_1a_divisao.png
CONMEBOL,Brazil,Campeonato Baiano ,league,5th-tier,,Men,Senior,,,brazil_baiano_1a_divisao.png
CONMEBOL,Brazil,Campeonato Brasiliense,league,5th-tier,,Men,Senior,,,brazil_campeonato_brasiliense.png
CONMEBOL,Brazil,Campeonato Carioca,league,5th-tier,,Men,Senior,,,brazil_campeonato_carioca.png
CONMEBOL,Brazil,Campeonato Catarinense,league,5th-tier,,Men,Senior,,,brazil_campeonato_catarinense.png
CONMEBOL,Brazil,Campeonato Gaúcho,league,5th-tier,,Men,Senior,,,brazil_campeonato_gaucho.png
CONMEBOL,Brazil,Campeonato Goiano,league,5th-tier,,Men,Senior,,,brazil_campeonato_goiano.png
CONMEBOL,Brazil,Campeonato Mineiro,league,5th-tier,,Men,Senior,,,brazil_campeonato_mineiro.png
CONMEBOL,Brazil,Campeonato Paraense,league,5th-tier,,Men,Senior,,,brazil_campeonato_paraense.png
CONMEBOL,Brazil,Campeonato Paranaense,league,5th-tier,,Men,Senior,,,brazil_campeonato_paranaense.png
CONMEBOL,Brazil,Campeonato Potiguar,league,5th-tier,,Men,Senior,,,brazil_campeonato_potiguar.png
CONMEBOL,Brazil,Campeonato Cearense,league,5th-tier,,Men,Senior,,,brazil_cearense_serie_a.png
CONMEBOL,Brazil,Campeonato Paraibano,league,5th-tier,,Men,Senior,,,brazil_paraiba_1a_divisao.png
CONMEBOL,Brazil,Campeonato Pernambucano,league,5th-tier,,Men,Senior,,,brazil_pernambuco_serie_a1.png
CONMEBOL,Brazil,Campeonato Sergipão,league,5th-tier,,Men,Senior,,,brazil_sergipano_1a_divisao.png
CONMEBOL,Brazil,São Paulo Youth Cup,cup,,,Men,Youth,,,brazil_sao_paulo_youth_cup.png
CONMEBOL,Brazil,CBF Brasileiro U20,league,,,Men,Youth,,,brazil_cbf_brasileiro_u20.png
CONMEBOL,Brazil,Brasileirão Feminino - Série A1,league,1st-tier,,Women,Senior,,,brazil_brasileirao_feminino_serie_a1.png
CONMEBOL,Chile,Primera División,league,1st-tier,,Men,Senior,,,chile_primera_division.png
CONMEBOL,Chile,Liga de Ascenso,league,2nd-tier,,Men,Senior,,,chile_liga_de_ascenso.png
CONMEBOL,Chile,Segunda Division,league,3rd-tier,,Men,Senior,,,chile_segunda_division.png
CONMEBOL,Chile,Tercera Division,league,4th-tier,,Men,Senior,,,chile_tercera_division.png
CONMEBOL,Colombia,Liga Águila,league,1st-tier,,Men,Senior,,,colombia_liga_aguila.png
CONMEBOL,Colombia,Torneo Águila,league,2nd-tier,,Men,Senior,,,colombia_torneo_aguila.png
CONMEBOL,Ecuador,Copa Pilsener Serie A,league,1st-tier,,Men,Senior,,,ecuador_copa_pilsener_serie_a.png
CONMEBOL,Ecuador,Copa Pilsener Serie B,league,2nd-tier,,Men,Senior,,,ecuador_copa_pilsener_serie_b.png
CONMEBOL,Paraguay,Primera División,league,1st-tier,,Men,Senior,,,paraguay_primera_division.png
CONMEBOL,Paraguay,Division Intermedia,league,2nd-tier,,Men,Senior,,,paraguay_division_intermedia.png
CONMEBOL,Peru,Primera División,league,1st-tier,,Men,Senior,,,peru_primera_division.png
CONMEBOL,Peru,Segunda División,league,2nd-tier,,Men,Senior,,,peru_segunda_division.png
CONMEBOL,Uruguay,Primera División,league,1st-tier,,Men,Senior,,,uruguay_primera_division.png
CONMEBOL,Uruguay,Segunda División,league,2nd-tier,,Men,Senior,,,uruguay_segunda_division.png
CONMEBOL,Uruguay,Primera Divisional C,league,3rd-tier,,Men,Senior,,,uruguay_primera_divisional_c.png
CONMEBOL,Uruguay,Primera División Femenina,league,1st-tier,,Women,Senior,,,uruguay_primera_division_femenina.png
CONMEBOL,Venezuela,Primera División,league,1st-tier,,Men,Senior,,,venezuela_primera_division.png
FIFA,,FIFA Club World Cup,cup,1st-tier,Clubs,Men,Senior,,,world_fifa_club_world_cup.png
FIFA,,FIFA Intercontinental Cup,cup,2nd-tier,Clubs,Men,Senior,,,world_fifa_intercontinental_cup.png
FIFA,,FIFA Women's Champions Cup,cup,,Clubs,Women,Senior,,,world_fifa_women_s_champions_cup.png
FIFA,,FIFA World Cup,cup,1st-tier,National Teams,Men,Senior,,,world_fifa_world_cup.png
FIFA,,Summer Olympics,cup,2nd-tier,National Teams,Men,Senior,,,world_summer_olympics.png
FIFA,,FIFA Women's World Cup,cup,1st-tier,National Teams,Women,Youth,,,world_fifa_women_s_world_cup.png
FIFA,,FIFA U-20 World Cup,cup,,National Teams,Men,Youth,,,world_fifa_u_20_world_cup.png
FIFA,,Pan American Games,cup,,National Teams,Men,Senior,,,world_pan_american_games.png
FIFA,,FIFA U-17 World Cup,cup,,National Teams,Men,Youth,,,world_fifa_u_17_world_cup.png
FIFA,,Women's Finalissima,cup,2nd-tier,National Teams,Women,Senior,,,world_women_s_finalissima.png
FIFA,,FIFA Friendlies,friendly,,National Teams,Men,Senior,,,world_fifa_friendlies.png
FIFA,,Finalissima,cup,3rd-tier,National Teams,Men,Senior,,,world_finalissima.png
FIFA,,FIFA U-20 Women's World Cup,cup,,National Teams,Women,Youth,,,world_fifa_u_20_women_s_world_cup.png
FIFA,,FIFA U-17 Women's World Cup,cup,,National Teams,Women,Youth,,,world_fifa_u_17_women_s_world_cup.png
FIFA,,FIFA Youth Friendlies,friendly,,National Teams,Men,Youth,,,world_fifa_youth_friendlies.png
OFC,Fiji,Inter District Competition,cup,,Amateur Cup,Men,Senior,,,fiji_inter_district_competition.png
OFC,,OFC Champions League,cup,,Clubs,Men,Senior,,,oceania_ofc_champions_league.png
OFC,Fiji,Battle of Giants,cup,,League cup,Men,Senior,,,fiji_battle_of_giants.png
OFC,Cook Islands,FA Cup,cup,,National Cup,Men,Senior,,,cook_islands_fa_cup.png
OFC,Fiji,Fiji FACT,cup,,National Cup,Men,Senior,,,fiji_fiji_fact.png
OFC,,WC Qualification,qualifiers,,National Teams,Men,Senior,,Qualifiers for World Cup,oceania_wc_qualification.png
OFC,,OFC Nations Cup,cup,,National Teams,Men,Senior,,,oceania_ofc_nations_cup.png
OFC,,Pacific Games,cup,,National Teams,Men,Senior,,,oceania_pacific_games.png
OFC,,OFC U-19 Championship,cup,,National Teams,Men,Youth,,,oceania_ofc_u_20_championship.png
OFC,,OFC U-19 Qualifiers,qualifiers,,National Teams,Men,Youth,,Qualifiers for OFC U-19 Championship,oceania_ofc_u_20_qualifiers.png
OFC,,OFC U-16 Championship,cup,,National Teams,Men,Youth,,,oceania_ofc_u_17_championship.png
OFC,,OFC U-16 Qualifiers,qualifiers,,National Teams,Men,Youth,,Qualifiers for OFC U-16 Championship,oceania_ofc_u_17_qualifiers.png
OFC,,OFC Women's Nations Cup,cup,,National Teams,Women,Senior,,Women's cup; Linked with Qualifiers for the FIFA Women's World Cup and Women's Olympic Football Tournament.,oceania_ofc_women_s_nations_cup.png
OFC,,OFC Women's Nations Cup Qualifiers,qualifiers,,National Teams,Women,Senior,,Qualifiers for OFC Women's Nations Cup,oceania_ofc_women_s_nations_cup_qualifiers.png
OFC,,OFC U-19 Women's Championship,cup,,National Teams,Women,Youth,,,oceania_ofc_u_19_women_s_championship.png
OFC,Cook Islands,Charity Shield,cup,,Super Cup,Men,Senior,,,cook_islands_charity_shield.png
OFC,Fiji,Champion vs Champion,cup,,Super Cup,Men,Senior,,,fiji_champion_vs_champion.png
OFC,American Samoa,FFAS Senior League Division 1,league,1st-tier,,Men,Senior,,,american_samoa_ffas_senior_league_division_1.png
OFC,Cook Islands,CIFA Premiership,league,1st-tier,,Men,Senior,,,cook_islands_cifa_premiership.png
OFC,Fiji,Premier League,league,1st-tier,,Men,Senior,,,fiji_premier_league.png
OFC,New Caledonia,Super Ligue,league,1st-tier,,Men,Senior,,,new_caledonia_super_ligue.png
OFC,New Zealand,New Zealand National League,league,1st-tier,,Men,Senior,,,new_zealand_new_zealand_national_league.png
OFC,Papua New Guinea,National Soccer League,league,1st-tier,,Men,Senior,,,papua_new_guinea_national_soccer_league.png
OFC,Samoa,FFS Premier League,league,1st-tier,,Men,Senior,,,samoa_ffs_premier_league.png
OFC,Solomon Islands,Telekom S-League,league,1st-tier,,Men,Senior,,,solomon_islands_telekom_s_league.png
OFC,Tahiti,Ligue 1,league,1st-tier,,Men,Senior,,,tahiti_ligue_1.png
OFC,Tahiti,Ligue 2,league,2nd-tier,,Men,Senior,,,tahiti_ligue_2.png
OFC,Tonga,Premier Division,league,1st-tier,,Men,Senior,,,tonga_premier_division.png
UEFA,England,Football League Trophy,cup,,Domestic Cup,Men,Senior,,,england_football_league_trophy.png
UEFA,England,FA Trophy,cup,,Amateur Cup,Men,Senior,,,england_fa_trophy.png
UEFA,Switzerland,Erste Liga Cup,cup,,Amateur Cup,Men,Senior,,,switzerland_erste_liga_cup.png
UEFA,,UEFA Champions League,cup,1st-tier,Clubs,Men,Senior,,,europe_uefa_champions_league.png
UEFA,,UEFA Europa League,cup,2nd-tier,Clubs,Men,Senior,,,europe_uefa_europa_league.png
UEFA,,UEFA Europa Conference League,cup,3rd-tier,Clubs,Men,Senior,,,europe_uefa_europa_conference_league.png
UEFA,,UEFA Super Cup,cup,4th-tier,Clubs,Men,Senior,,,europe_uefa_super_cup.png
UEFA,,UEFA Youth League,cup,,Clubs,Men,Youth,,,europe_uefa_youth_league.png
UEFA,,UEFA Women's Champions League,cup,1st-tier,Clubs,Women,Senior,,,europe_uefa_women_s_champions_league.png
UEFA,,UEFA Women's Europa Cup,cup,2nd-tier,Clubs,Women,Senior,,,europe_uefa_women_s_europa_cup.png
UEFA,England,Football League Cup,cup,,League cup,Men,Senior,,,england_football_league_cup.png
UEFA,Finland,Liigacup,cup,,League cup,Men,Senior,,,finland_liigacup.png
UEFA,France,Coupe de la Ligue,cup,,League cup,Men,Senior,defunct,,france_coupe_de_la_ligue.png
UEFA,France,Coupe LFFP,cup,,League cup,Women,Senior,,,france_coupe_lffp.png
UEFA,Hungary,Magyar Ligakupa,cup,,League cup,Men,Senior,defunct,,hungary_magyar_ligakupa.png
UEFA,Israel,Toto Cup Al,cup,,League cup,Men,Senior,,,israel_toto_cup_al.png
UEFA,Northern Ireland,League Cup,cup,,League cup,Men,Senior,,,northern_ireland_league_cup.png
UEFA,Portugal,Taça da Liga,cup,,League cup,Men,Senior,,,portugal_taca_da_liga.png
UEFA,Republic of Ireland,League of Ireland Cup,cup,,League cup,Men,Senior,,,republic_of_ireland_league_of_ireland_cup.png
UEFA,Romania,Cupa Ligii,cup,,League cup,Men,Senior,,,romania_cupa_ligii.png
UEFA,Scotland,Scottish League Cup,cup,,League cup,Men,Senior,,,scotland_scottish_league_cup.png
UEFA,Wales,League Cup,cup,,League cup,Men,Senior,,,wales_league_cup.png
UEFA,Scotland,Scottish Challenge Cup,cup,,Domestic Cup,Men,Senior,,,scotland_scottish_challenge_cup.png
UEFA,Albania,Kupa e Shqipërisë,cup,,National Cup,Men,Senior,,,albania_kupa_e_shqiperise.png
UEFA,Andorra,Copa Constitució,cup,,National Cup,Men,Senior,,,andorra_copa_constitucio.png
UEFA,Armenia,Armenian Cup,cup,,National Cup,Men,Senior,,,armenia_armenian_cup.png
UEFA,Austria,ÖFB Cup,cup,,National Cup,Men,Senior,,,austria_ofb_cup.png
UEFA,Azerbaijan,Azərbaycan Kuboku,cup,,National Cup,Men,Senior,,,azerbaijan_azrbaycan_kuboku.png
UEFA,Belarus,Kubok Belarusi,cup,,National Cup,Men,Senior,,,belarus_kubok_belarusi.png
UEFA,Belgium,Coupe de Belgique,unknown,,National Cup,Men,Senior,,,belgium_coupe_de_belgique.png
UEFA,Bosnia & Herzegovina,BiH Kup,cup,,National Cup,Men,Senior,,,bosnia_and_herzegovina_bih_kup.png
UEFA,Bulgaria,Kupa na Bulgarija,cup,,National Cup,Men,Senior,,,bulgaria_kupa_na_bulgarija.png
UEFA,Croatia,HR Nogometni Kup,cup,,National Cup,Men,Senior,,,croatia_hr_nogometni_kup.png
UEFA,Cyprus,Kypello Kyprou,cup,,National Cup,Men,Senior,,,cyprus_kypello_kyprou.png
UEFA,Czechia,Pohár FAČR,cup,,National Cup,Men,Senior,,,czechia_pohar_cmfs.png
UEFA,Denmark,Pokalen,cup,,National Cup,Men,Senior,,,denmark_dbu_pokalen.png
UEFA,England,FA Cup,cup,,National Cup,Men,Senior,,,england_fa_cup.png
UEFA,Estonia,Eesti Karikas,cup,,National Cup,Men,Senior,,,estonia_eesti_karikas.png
UEFA,Faroe Islands,Løgmanssteypið,cup,,National Cup,Men,Senior,,,faroe_islands_lgmanssteypi.png
UEFA,Finland,Suomen Cup,cup,,National Cup,Men,Senior,,,finland_suomen_cup.png
UEFA,France,Coupe de France,cup,,National Cup,Men,Senior,,,france_coupe_de_france.png
UEFA,France,Coupe de France Féminine,cup,,National Cup,Women,Senior,,,france_coupe_de_france_feminine.png
UEFA,Georgia,David Kipiani Cup,cup,,National Cup,Men,Senior,,,georgia_david_kipiani_cup.png
UEFA,Germany,DFB-Pokal,cup,,National Cup,Men,Senior,,,germany_dfb_pokal.png
UEFA,Germany,Frauen DFB-Pokal,cup,,National Cup,Women,Senior,,,germany_frauen_dfb_pokal.png
UEFA,Germany,DFB-Junioren-Vereinspokal,cup,,National Cup,Men,Youth,,,germany_dfb_junioren_vereinspokal.png
UEFA,Greece,Greek Cup,cup,,National Cup,Men,Senior,,,greece_greek_cup.png
UEFA,Hungary,Magyar Kupa,cup,,National Cup,Men,Senior,,,hungary_magyar_kupa.png
UEFA,Iceland,Mjólkurbikar,cup,,National Cup,Men,Senior,,,iceland_mjolkurbikar.png
UEFA,Iceland,Mjólkurbikar kvenna,cup,,National Cup,Women,Senior,,,iceland_mjolkurbikar_kvenna.png
UEFA,Israel,State Cup,cup,,National Cup,Men,Senior,,,israel_state_cup.png
UEFA,Italy,Coppa Italia,cup,,National Cup,Men,Senior,,,italy_coppa_italia.png
UEFA,Kazakhstan,Kubok Kazahstana,cup,,National Cup,Men,Senior,,,kazakhstan_kubok_kazahstana.png
UEFA,Latvia,Latvijas kauss,cup,,National Cup,Men,Senior,,,latvia_latvijas_kauss.png
UEFA,Liechtenstein,FL1-Aktiv Cup,cup,,National Cup,Men,Senior,,,liechtenstein_fl1_aktiv_cup.png
UEFA,Lithuania,LFF taurės,cup,,National Cup,Men,Senior,,,lithuania_lff_taures.png
UEFA,Luxembourg,Coupe de Luxembourg,cup,,National Cup,Men,Senior,,,luxembourg_coupe_de_luxembourg.png
UEFA,Malta,FA Trophy,cup,,National Cup,Men,Senior,,,malta_fa_trophy.png
UEFA,Moldova,Cupa Moldovei,cup,,National Cup,Men,Senior,,,moldova_cupa_moldovei.png
UEFA,Montenegro,Kup Crne Gore,cup,,National Cup,Men,Senior,,,montenegro_kup_crne_gore.png
UEFA,Netherlands,KNVB Beker,cup,,National Cup,Men,Senior,,,netherlands_knvb_beker.png
UEFA,North Macedonia,Kup na Makedoniјa,cup,,National Cup,Men,Senior,,,north_macedonia_kup_na_makedonia.png
UEFA,Northern Ireland,Irish Cup,cup,,National Cup,Men,Senior,,,northern_ireland_irish_cup.png
UEFA,Northern Ireland,NIFL Charity Shield,cup,,National Cup,Men,Senior,,,northern_ireland_nifl_charity_shield.png
UEFA,Norway,NM Cupen,cup,,National Cup,Men,Senior,,,norway_nm_cupen.png
UEFA,Poland,Puchar Polski,cup,,National Cup,Men,Senior,,,poland_puchar_polski.png
UEFA,Portugal,Taça de Portugal,cup,,National Cup,Men,Senior,,,portugal_taca_de_portugal.png
UEFA,Republic of Ireland,FAI Cup,cup,,National Cup,Men,Senior,,,republic_of_ireland_fai_cup.png
UEFA,Romania,Cupa României,cup,,National Cup,Men,Senior,,,romania_cupa_romaniei.png
UEFA,Russia,Russian Cup,cup,,National Cup,Men,Senior,,,russia_russian_cup.png
UEFA,San Marino,Coppa Titano,cup,,National Cup,Men,Senior,,,san_marino_coppa_titano.png
UEFA,Scotland,Scottish Cup,cup,,National Cup,Men,Senior,,,scotland_scottish_cup.png
UEFA,Serbia,Kup Srbije,cup,,National Cup,Men,Senior,,,serbia_kup_srbije.png
UEFA,Slovakia,Slovenský Pohár,cup,,National Cup,Men,Senior,,,slovakia_slovensky_pohar.png
UEFA,Slovenia,Pokal Slovenije,cup,,National Cup,Men,Senior,,,slovenia_pokal_slovenije.png
UEFA,Slovenia,Ženski Pokal NZS,cup,,National Cup,Women,Senior,,,slovenia_zenski_pokal_nzs.png
UEFA,Spain,Copa del Rey,cup,,National Cup,Men,Senior,,,spain_copa_del_rey.png
UEFA,Sweden,Svenska Cupen,cup,,National Cup,Men,Senior,,,sweden_svenska_cupen.png
UEFA,Switzerland,Schweizer Pokal,cup,,National Cup,Men,Senior,,,switzerland_schweizer_pokal.png
UEFA,Türkiye,Türkiye Kupası,cup,,National Cup,Men,Senior,,,turkiye_turkiye_kupas.png
UEFA,Ukraine,Kubok Ukrainy,cup,,National Cup,Men,Senior,,,ukraine_kubok_ukrainy.png
UEFA,,UEFA Nations League,cup,,National Teams,Men,Senior,,Linked with entry to the European Championship and the European Qualifiers for the FIFA World Cup.,europe_uefa_nations_league.png
UEFA,,WC Qualification,qualifiers,,National Teams,Men,Senior,,Qualifiers for World Cup,europe_wc_qualification.png
UEFA,,European Championship,cup,,National Teams,Men,Senior,,,europe_european_championship.png
UEFA,,UEFA Euro Qualification,qualifiers,,National Teams,Men,Senior,,Qualifiers for European Championship,europe_uefa_euro_qualification.png
UEFA,,UEFA U-21 Championship,cup,,National Teams,Men,Youth,,,europe_uefa_u_21_championship.png
UEFA,,UEFA U-21 Qualifiers,qualifiers,,National Teams,Men,Youth,,Qualifiers for UEFA U-21 Championship,europe_uefa_u_21_qualifiers.png
UEFA,,UEFA U-19 Championship,cup,,National Teams,Men,Youth,,,europe_uefa_u_19_championship.png
UEFA,,UEFA U-19 Qualifiers,qualifiers,,National Teams,Men,Youth,,Qualifiers for UEFA U-19 Championship,europe_uefa_u_19_qualifiers.png
UEFA,,UEFA U-17 Championship,cup,,National Teams,Men,Youth,,,europe_uefa_u_17_championship.png
UEFA,,UEFA U-17 Qualifiers,qualifiers,,National Teams,Men,Youth,,Qualifiers for UEFA U-17 Championship,europe_uefa_u_17_qualifiers.png
UEFA,,Baltic Cup,cup,,National Teams,Men,Senior,,"Between the Estonian, Latvian and Lithuanian national teams.",europe_baltic_cup.png
UEFA,,U-17 Baltic Cup,cup,,National Teams,Men,Youth,,,europe_u_17_baltic_cup.png
UEFA,,UEFA Women's Nations League,cup,,National Teams,Women,Senior,,,europe_uefa_women_s_nations_league.png
UEFA,,UEFA Women's EURO,cup,,National Teams,Women,Senior,,,europe_uefa_women_s_euro.png
UEFA,,UEFA Women's EURO Qualifiers,qualifiers,,National Teams,Women,Senior,,Qualifiers for UEFA Women's EURO,europe_uefa_women_s_euro_qualifiers.png
UEFA,,UEFA Women's U-17 Championship,women,,National Teams,Women,Youth,,,europe_uefa_women_s_u_17_championship.png
UEFA,,UEFA Women's U-17 Qualifiers,qualifiers,,National Teams,Women,Youth,,Qualifiers for UEFA Women's U-17 Championship,europe_uefa_women_s_u_17_qualifiers.png
UEFA,,UEFA Women's U-19 Championship,women,,National Teams,Women,Youth,,,europe_uefa_women_s_u_19_championship.png
UEFA,,UEFA Women's U-19 Qualifiers,qualifiers,,National Teams,Women,Youth,,Qualifiers for UEFA Women's U-19 Championship,europe_uefa_women_s_u_19_qualifiers.png
UEFA,,Baltic Women's Cup,cup,,National Teams,Women,Youth,,,europe_baltic_women_s_cup.png
UEFA,Albania,Superkupa e Shqipërisë,cup,,Super Cup,Men,Senior,,,albania_superkupa_e_shqiperise.png
UEFA,Andorra,Supercopa,cup,,Super Cup,Men,Senior,,,andorra_supercopa.png
UEFA,Armenia,Supercup,cup,,Super Cup,Men,Senior,,,armenia_supercup.png
UEFA,Austria,ÖFB-Supercup,cup,,Super Cup,Men,Senior,,,austria_ofb_supercup.png
UEFA,Azerbaijan,Azərbaycan Superkuboku,cup,,Super Cup,Men,Senior,,,azerbaijan_azrbaycan_superkuboku.png
UEFA,Belarus,Superkubok Belarusi,cup,,Super Cup,Men,Senior,,,belarus_superkubok_belarusi.png
UEFA,Belgium,Supercoupe de Belgique,unknown,,Super Cup,Men,Senior,,,belgium_supercoupe_de_belgique.png
