competition,season_name,stage_name,round_name,home_team_id,away_team_id,kickoff_utc,stadium_id,attendance,fixture_status,ht_home_score,ht_away_score,ft_home_score,ft_away_score
Bundesliga,2024/25,Regular Season,Matchday 28,1. FC Heidenheim 1846,Bayer 04 Leverkusen,2025-04-05T09:30:00+02:00,,,played,,,0,1
Bundesliga,2024/25,Regular Season,Matchday 28,RB Leipzig,TSG 1899 Hoffenheim,2025-04-05T09:30:00+02:00,,,played,,,3,1
Bundesliga,2024/25,Regular Season,Matchday 28,VfL Bochum 1848,VfB Stuttgart,2025-04-05T09:30:00+02:00,,,played,,,0,4
Bundesliga,2024/25,Regular Season,Matchday 28,SV Werder Bremen,Eintracht Frankfurt,2025-04-05T12:30:00+02:00,,,played,,,2,0
Bundesliga,2024/25,Regular Season,Matchday 28,St. Pauli,Borussia Mönchengladbach,2025-04-06T09:30:00+02:00,,,played,,,1,1
Bundesliga,2024/25,Regular Season,Matchday 28,Union Berlin,VfL Wolfsburg,2025-04-06T11:30:00+02:00,,,played,,,1,0
Bundesliga,2024/25,Regular Season,Matchday 29,VfL Wolfsburg,RB Leipzig,2025-04-11T14:30:00+02:00,,,played,,,2,3
Bundesliga,2024/25,Regular Season,Matchday 29,TSG 1899 Hoffenheim,1. FSV Mainz 05,2025-04-12T09:30:00+02:00,,,played,,,2,0
Bundesliga,2024/25,Regular Season,Matchday 29,Holstein Kiel,St. Pauli,2025-04-12T09:30:00+02:00,,,played,,,1,2
Bundesliga,2024/25,Regular Season,Matchday 29,Bayer 04 Leverkusen,Union Berlin,2025-04-12T09:30:00+02:00,,,played,,,0,0
Bundesliga,2024/25,Regular Season,Matchday 29,Borussia Mönchengladbach,SC Freiburg,2025-04-12T09:30:00+02:00,,,played,,,1,2
Bundesliga,2024/25,Regular Season,Matchday 29,VfL Bochum 1848,FC Augsburg,2025-04-12T09:30:00+02:00,,,played,,,1,2
Bundesliga,2024/25,Regular Season,Matchday 29,FC Bayern München,Borussia Dortmund,2025-04-12T12:30:00+02:00,,,played,,,2,2
Bundesliga,2024/25,Regular Season,Matchday 29,VfB Stuttgart,SV Werder Bremen,2025-04-13T09:30:00+02:00,,,played,,,1,2
Bundesliga,2024/25,Regular Season,Matchday 29,Eintracht Frankfurt,1. FC Heidenheim 1846,2025-04-13T11:30:00+02:00,,,played,,,3,0
Bundesliga,2024/25,Regular Season,Matchday 30,1. FC Heidenheim 1846,FC Bayern München,2025-04-19T09:30:00+02:00,,,played,,,0,4
Bundesliga,2024/25,Regular Season,Matchday 30,1. FSV Mainz 05,VfL Wolfsburg,2025-04-19T09:30:00+02:00,,,played,,,2,2
Bundesliga,2024/25,Regular Season,Matchday 30,SV Werder Bremen,VfL Bochum 1848,2025-04-19T09:30:00+02:00,,,played,,,1,0
Bundesliga,2024/25,Regular Season,Matchday 30,RB Leipzig,Holstein Kiel,2025-04-19T09:30:00+02:00,,,played,,,1,1
Bundesliga,2024/25,Regular Season,Matchday 30,SC Freiburg,TSG 1899 Hoffenheim,2025-04-19T09:30:00+02:00,,,played,,,3,2
Bundesliga,2024/25,Regular Season,Matchday 30,Union Berlin,VfB Stuttgart,2025-04-19T12:30:00+02:00,,,played,,,4,4
Bundesliga,2024/25,Regular Season,Matchday 30,FC Augsburg,Eintracht Frankfurt,2025-04-20T09:30:00+02:00,,,played,,,0,0
Bundesliga,2024/25,Regular Season,Matchday 30,Borussia Dortmund,Borussia Mönchengladbach,2025-04-20T11:30:00+02:00,,,played,,,3,2
Bundesliga,2024/25,Regular Season,Matchday 30,St. Pauli,Bayer 04 Leverkusen,2025-04-20T13:30:00+02:00,,,played,,,1,1
Bundesliga,2024/25,Regular Season,Matchday 31,VfB Stuttgart,1. FC Heidenheim 1846,2025-04-25T14:30:00+02:00,,,played,,,0,1
Bundesliga,2024/25,Regular Season,Matchday 31,TSG 1899 Hoffenheim,Borussia Dortmund,2025-04-26T09:30:00+02:00,,,played,,,2,3
Bundesliga,2024/25,Regular Season,Matchday 31,VfL Wolfsburg,SC Freiburg,2025-04-26T09:30:00+02:00,,,played,,,0,1
Bundesliga,2024/25,Regular Season,Matchday 31,Holstein Kiel,Borussia Mönchengladbach,2025-04-26T09:30:00+02:00,,,played,,,4,3
Bundesliga,2024/25,Regular Season,Matchday 31,FC Bayern München,1. FSV Mainz 05,2025-04-26T09:30:00+02:00,,,played,,,3,0
Bundesliga,2024/25,Regular Season,Matchday 31,Bayer 04 Leverkusen,FC Augsburg,2025-04-26T09:30:00+02:00,,,played,,,2,0
Bundesliga,2024/25,Regular Season,Matchday 31,Eintracht Frankfurt,RB Leipzig,2025-04-26T12:30:00+02:00,,,played,,,4,0
Bundesliga,2024/25,Regular Season,Matchday 31,VfL Bochum 1848,Union Berlin,2025-04-27T09:30:00+02:00,,,played,,,1,1
Bundesliga,2024/25,Regular Season,Matchday 31,SV Werder Bremen,St. Pauli,2025-04-27T11:30:00+02:00,,,played,,,0,0
Bundesliga,2024/25,Regular Season,Matchday 32,1. FC Heidenheim 1846,VfL Bochum 1848,2025-05-02T14:30:00+02:00,,,played,,,0,0
Bundesliga,2024/25,Regular Season,Matchday 32,Borussia Mönchengladbach,TSG 1899 Hoffenheim,2025-05-03T09:30:00+02:00,,,played,,,4,4
Bundesliga,2024/25,Regular Season,Matchday 32,St. Pauli,VfB Stuttgart,2025-05-03T09:30:00+02:00,,,played,,,0,1
Bundesliga,2024/25,Regular Season,Matchday 32,Union Berlin,SV Werder Bremen,2025-05-03T09:30:00+02:00,,,played,,,2,2
Bundesliga,2024/25,Regular Season,Matchday 32,RB Leipzig,FC Bayern München,2025-05-03T09:30:00+02:00,,,played,,,3,3
Bundesliga,2024/25,Regular Season,Matchday 32,Borussia Dortmund,VfL Wolfsburg,2025-05-03T12:30:00+02:00,,,played,,,4,0
Bundesliga,2024/25,Regular Season,Matchday 32,FC Augsburg,Holstein Kiel,2025-05-04T09:30:00+02:00,,,played,,,1,3
Bundesliga,2024/25,Regular Season,Matchday 32,SC Freiburg,Bayer 04 Leverkusen,2025-05-04T11:30:00+02:00,,,played,,,2,2
Bundesliga,2024/25,Regular Season,Matchday 32,1. FSV Mainz 05,Eintracht Frankfurt,2025-05-04T13:30:00+02:00,,,played,,,1,1
Bundesliga,2024/25,Regular Season,Matchday 33,VfL Wolfsburg,TSG 1899 Hoffenheim,2025-05-09T14:30:00+02:00,,,played,,,2,2
Bundesliga,2024/25,Regular Season,Matchday 33,VfL Bochum 1848,1. FSV Mainz 05,2025-05-10T09:30:00+02:00,,,played,,,1,4
Bundesliga,2024/25,Regular Season,Matchday 33,Holstein Kiel,SC Freiburg,2025-05-10T09:30:00+02:00,,,played,,,1,2
Bundesliga,2024/25,Regular Season,Matchday 33,Union Berlin,1. FC Heidenheim 1846,2025-05-10T09:30:00+02:00,,,played,,,0,3
Bundesliga,2024/25,Regular Season,Matchday 33,SV Werder Bremen,RB Leipzig,2025-05-10T09:30:00+02:00,,,played,,,0,0
Bundesliga,2024/25,Regular Season,Matchday 33,FC Bayern München,Borussia Mönchengladbach,2025-05-10T12:30:00+02:00,,,played,,,2,0
Bundesliga,2024/25,Regular Season,Matchday 33,Bayer 04 Leverkusen,Borussia Dortmund,2025-05-11T09:30:00+02:00,,,played,,,2,4
Bundesliga,2024/25,Regular Season,Matchday 33,Eintracht Frankfurt,St. Pauli,2025-05-11T11:30:00+02:00,,,played,,,2,2
Bundesliga,2024/25,Regular Season,Matchday 33,VfB Stuttgart,FC Augsburg,2025-05-11T13:30:00+02:00,,,played,,,4,0
Bundesliga,2024/25,Regular Season,Matchday 34,1. FC Heidenheim 1846,SV Werder Bremen,2025-05-17T09:30:00+02:00,,,played,,,1,4
Bundesliga,2024/25,Regular Season,Matchday 34,Borussia Dortmund,Holstein Kiel,2025-05-17T09:30:00+02:00,,,played,,,3,0
Bundesliga,2024/25,Regular Season,Matchday 34,Borussia Mönchengladbach,VfL Wolfsburg,2025-05-17T09:30:00+02:00,,,played,,,0,1
Bundesliga,2024/25,Regular Season,Matchday 34,FC Augsburg,Union Berlin,2025-05-17T09:30:00+02:00,,,played,,,1,2
Bundesliga,2024/25,Regular Season,Matchday 34,1. FSV Mainz 05,Bayer 04 Leverkusen,2025-05-17T09:30:00+02:00,,,played,,,2,2
Bundesliga,2024/25,Regular Season,Matchday 34,St. Pauli,VfL Bochum 1848,2025-05-17T09:30:00+02:00,,,played,,,0,2
Bundesliga,2024/25,Regular Season,Matchday 34,SC Freiburg,Eintracht Frankfurt,2025-05-17T09:30:00+02:00,,,played,,,1,3
Bundesliga,2024/25,Regular Season,Matchday 34,TSG 1899 Hoffenheim,FC Bayern München,2025-05-17T09:30:00+02:00,,,played,,,0,4
Bundesliga,2024/25,Regular Season,Matchday 34,RB Leipzig,VfB Stuttgart,2025-05-17T09:30:00+02:00,,,played,,,2,3
